Link,Location,Update Date,Deadline,Salary,Experience,Rank,Job Type,Briefcase,Welfare,Job Description,Job Requirement,Job Location,Other Information
https://careerviet.vn/vi/tim-viec-lam/it-supervisor.35C26957.html,Quảng Ninh,13/11/2024,08/12/2024,Lên đến 35 Tr VND,3 - 5 Năm,Trưởng nhóm / Giám sát,Nhân viên chính thức,"CNTT - Phần mềm, CNTT - Phần cứng / Mạng","Chế độ bảo hiểm, Phụ cấp, Chế độ thưởng, Chăm sóc sức khỏe, Đào tạo, Tăng lương, Nghỉ phép năm","MÔ TẢ CÔNG VIỆC
Chi tiết công việc
Quản lý và giám sát các hoạt động của bộ phận IT trong công ty, đảm bảo hệ thống công nghệ thông tin hoạt động ổn định và hiệu quả.
Điều phối và phân công công việc cho các thành viên trong nhóm IT, bao gồm bảo trì hệ thống, xử lý sự cố và hỗ trợ người dùng.
Lập kế hoạch bảo trì định kỳ, nâng cấp hệ thống, và triển khai các giải pháp công nghệ mới để cải thiện hiệu suất và bảo mật.
Hỗ trợ và đào tạo người dùng trong công ty về các phần mềm, ứng dụng và hệ thống công nghệ thông tin.
Quản lý các dự án IT, bao gồm cả việc lập kế hoạch, triển khai và giám sát tiến độ, đảm bảo đúng hạn và chất lượng.
Đảm bảo tuân thủ các chính sách, quy trình và tiêu chuẩn bảo mật của công ty.
Thực hiện các báo cáo định kỳ về tình hình hoạt động của hệ thống và các vấn đề liên quan đến công nghệ thông tin.
Quyền lợi được hưởng
Mức lương cạnh tranh, thỏa thuận theo năng lực và kinh nghiệm.
Thưởng Tết, thưởng theo kết quả công việc và các dịp lễ.
Chế độ bảo hiểm đầy đủ theo quy định của pháp luật.
Môi trường làm việc chuyên nghiệp, năng động, có cơ hội thăng tiến.
Cơ hội tham gia các khóa đào tạo, nâng cao trình độ chuyên môn.
Nghỉ phép, nghỉ lễ theo quy định của công ty.","YÊU CẦU CÔNG VIỆC
Tốt nghiệp Đại học/ Cao đẳng chuyên ngành CNTT, Khoa học máy tính, hoặc các ngành liên quan.
Thành thạo tiếng Nhật hoặc tiếng Anh
Có ít nhất 3-5 năm kinh nghiệm làm việc trong lĩnh vực công nghệ thông tin, trong đó có ít nhất 1-2 năm ở vị trí giám sát hoặc quản lý nhóm IT.
Hiểu biết vững về hệ thống mạng, phần cứng, phần mềm và các công nghệ thông tin hiện đại.
Kinh nghiệm quản lý dự án IT và triển khai các giải pháp công nghệ.
Kỹ năng giao tiếp và quản lý nhóm tốt, khả năng giải quyết vấn đề và đưa ra quyết định nhanh chóng.
Sử dụng thành thạo các công cụ quản lý hệ thống và các phần mềm hỗ trợ công việc IT.
Có chứng chỉ quản lý dự án hoặc các chứng chỉ IT (CCNA, MCSE, ITIL, v.v.) là một lợi thế.",Quảng Ninh,"Bằng cấp: Cao đẳng
Độ tuổi: Không giới hạn tuổi
Lương: Lên đến 35 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/truong-nhom-quan-tri-rui-ro-danh-muc.35C2695F.html,Hà Nội,13/11/2024,12/12/2024,Cạnh tranh,Trên 3 Năm,Trưởng nhóm / Giám sát,Nhân viên chính thức,Ngân hàng,"Chế độ bảo hiểm, Du Lịch, Phụ cấp, Đồng phục, Chế độ thưởng, Chăm sóc sức khỏe, Đào tạo, Tăng lương, Công tác phí, Nghỉ phép năm, CLB thể thao","MÔ TẢ CÔNG VIỆC
Thực hiện xây dựng hệ thống báo cáo danh mục phù hợp với nhu cầu sử dụng của đơn vị, cấp trên và đảm bảo tính tin cậy cao; chuẩn hóa và tăng tỷ lệ các báo cáo tự động và realtime; xây dựng hệ thống báo cáo quản trị khoa học, dễ hiểu và có tính cảnh báo.
Theo dõi định kỳ, thường xuyên và phân tích chất lượng danh mục cho vay theo nhiều chiều khác nhau nhằm phản ánh được chất lượng danh mục theo sản phẩm, theo kênh bán, theo vùng niềm, theo chân dung khách hàng, theo đối tượng bán, theo thời gian … nhằm đưa ra cảnh báo, giải pháp quản trị chất lượng danh mục theo các chiều đó.
Đề xuất các giải pháp đảm bảo chất lượng danh mục và theo dõi, giám sát, báo cáo việc thực hiện các giải pháp đó, bao gồm nhưng không giới hạn các loại báo cáo cảnh báo sớm, báo cáo chất lượng nợ và dự phòng rủi ro, báo cáo nhóm nợ, tỷ lệ tổn thất, rủi ro cận biên... và các giải pháp giảm thiểu rủi ro.
Định kỳ tính toán, đo lường, báo cáo các chỉ số tài chính về rủi ro theo quy định của luật pháp, NHNN, chủ sở hữu và quy định nội bộ của công ty… và các báo cáo phân tích, đánh giá cùng giải pháp xử lý (nếu cần).
Đầu mối hệ thống báo cáo định kỳ theo quy định của Luật pháp, NHNN và các cơ quan chủ quản, cơ quan chức năng khác mà công ty cần thực hiện (xây dựng, tính toán, gửi báo cáo, quản trị dữ liệu…) theo phân công của CBQL.
Thực hiện các công việc khác do cấp trên giao.","YÊU CẦU CÔNG VIỆC
Tốt nghiệp Đại học trở lên hoặc bằng cấp tương đương chuyên ngành liên quan đến số liệu như toán ứng dụng, thống kê, kinh tế lượng, tài chính ngân hàng, quản lý thông tin, nghiên cứu vận hành…    
Tối 3 - 5 năm kinh nghiệm trong phân tích và thống kê số liệu, có kinh nghiệm kiến thức về quản trị rủi ro, hiểu biết về các thông tư của NHNN
Ưu tiên người có kinh nghiệm liên quan đến phân tích danh mục tín dụng, MIS và quản trị rủi ro tín dụng…
Có khả năng nghiên cứu, phân tích, phát hiện, đánh giá, nắm bắt, nhận xét, tổng hợp, phân loại vấn đề rủi ro tín dụng      
Khả năng nghiên cứu, phân tích số liệu; sử dụng thành thạo Excel, SQL
Có khả năng sử dụng tốt các phần mềm để hỗ trợ phân tích, dự báo như PowerBI, SQL, Excel 
Khả năng nghiên cứu, tiếp cận các vấn đề phức tạp với định hướng ứng dụng thực tế ",Hà Nội,"Bằng cấp: Đại học
Độ tuổi: Không giới hạn tuổi
Lương: Cạnh tranh"
https://careerviet.vn/vi/tim-viec-lam/quan-ly-giam-sat-ky-thuat.35C2695B.html,Hà Nội,13/11/2024,13/12/2024,15 Tr - 20 Tr VND,Trên 2 Năm,Quản lý,Nhân viên chính thức,Sản xuất / Vận hành sản xuất,"Chế độ bảo hiểm, Du Lịch, Chế độ thưởng, Đào tạo, Tăng lương, Công tác phí, Nghỉ phép năm","MÔ TẢ CÔNG VIỆC
– Chịu trách nhiệm kiểm tra hồ sơ thiết kế đảm bảo đúng tiêu chuẩn, phù hợp với thi công thực tế.
– Chịu trách nhiệm về tiến độ của hồ sơ thiết kế theo kế hoạch và hợp đồng.
– Thực hiện việc triển khai kỹ thuật (nếu cần), tư vấn với thiết kế trong quá trình triển khai 3D.
– Phối hợp với các bộ phận khác (Kiến trúc, Kết cấu, Cơ điện…) để triển khai hồ sơ thiết kế.
– Lên quy trình quản lý chất lượng hồ sơ, thực hiện đúng quy trình.
– Khảo sát hiện trạng công trình.
– Xử lý hiện trường khi thi công có sự cố.
– Đề xuất giải pháp kỹ thuật để thi công hiệu quả, tiết kiệm chi phí, thẩm mỹ cao
– Quản lý và lưu trữ HSTK (bản cứng, bản mềm).
– Hỗ trợ công việc của các bộ phận/phòng khác khi có yêu cầu.
– Thực hiện các công việc khác theo yêu cầu của BLĐ.","YÊU CẦU CÔNG VIỆC
- Sử dụng thành thạo các phần mềm thiết kế: Autocad, 3dsmax,..
- Giao tiếp tốt, tự tin, năng động, trách nhiệm cao với công việc
- Có kinh nghiệm quản lý - giám sát 
- Có kinh nghiệm ở vị trí tương đương tối thiểu 2 năm kinh nghiệm
QUYỀN LỢI
- Mức lương: Lương cứng (thỏa thuận) (15-20 Tr + thưởng)
- Thưởng lễ tết, lương tháng thứ 13 và các chế độ phúc lợi khác theo quy định như ốm đau, thai sản, BHXH, du lịch, team building
- Được đào tạo bài bản từ A đến Z, có cơ hội thăng tiến, lộ trình phát triển riêng.
- Môi trường làm việc năng động, chuyên nghiệp, văn phòng hiện đại, đồng nghiệp thân thiện.",Hà Nội,"Độ tuổi: Không giới hạn tuổi
Lương: 15 Tr - 20 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/import-export-supervisor.35C26950.html,Quảng Ninh,13/11/2024,08/12/2024,Trên 18 Tr VND,2 - 3 Năm,Quản lý,Nhân viên chính thức,"Xuất nhập khẩu, Thu mua / Vật tư, Vận chuyển / Giao nhận / Kho vận","Chế độ bảo hiểm, Phụ cấp, Chế độ thưởng, Chăm sóc sức khỏe, Đào tạo, Tăng lương, Nghỉ phép năm","MÔ TẢ CÔNG VIỆC
Chi tiết công việc
Quản lý hoạt động xuất nhập khẩu, đảm bảo hàng hóa và chứng từ đúng tiến độ, đúng quy định.
Làm việc với các đối tác logistics, vận chuyển, và thủ tục hải quan.
Cập nhật và tuân thủ các quy định pháp lý về xuất nhập khẩu.
Phối hợp với các phòng ban liên quan để xử lý và báo cáo tình hình xuất nhập khẩu.
Giải quyết vấn đề phát sinh và tối ưu hóa chi phí.
Quyền lợi được hưởng
Mức lương cạnh tranh, thỏa thuận theo năng lực và kinh nghiệm.
Thưởng Tết, thưởng theo kết quả công việc và các dịp lễ.
Chế độ bảo hiểm đầy đủ theo quy định của pháp luật.
Môi trường làm việc chuyên nghiệp, năng động, có cơ hội thăng tiến.
Cơ hội tham gia các khóa đào tạo, nâng cao trình độ chuyên môn.
Nghỉ phép, nghỉ lễ theo quy định của công ty.","YÊU CẦU CÔNG VIỆC
Tốt nghiệp Đại học chuyên ngành Kinh tế, Ngoại thương hoặc liên quan.
Thành thạo tiếng Nhật hoặc tiếng Anh
Ít nhất 2-3 năm kinh nghiệm trong lĩnh vực xuất nhập khẩu (ưu tiên ngành chế xuất).
Kiến thức vững về thủ tục hải quan, quy định xuất nhập khẩu.
Kỹ năng giao tiếp tốt, giải quyết vấn đề nhanh chóng, làm việc độc lập.",Quảng Ninh,"Bằng cấp: Đại học
Độ tuổi: Không giới hạn tuổi
Lương: Trên 18 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ve-shopdrawing-di-cong-tac-du-an-tinh.35BE18D4.html,Hồ Chí Minh,13/11/2024,30/12/2024,15 Tr - 20 Tr VND,2 - 4 Năm,Nhân viên,Nhân viên chính thức,"Kiến trúc, Xây dựng, Nội ngoại thất","Chế độ bảo hiểm, Du Lịch, Phụ cấp, Đồng phục, Chế độ thưởng, Chăm sóc sức khỏe, Đào tạo, Tăng lương, Công tác phí, Phụ cấp thâm niên, Nghỉ phép năm","MÔ TẢ CÔNG VIỆC
1. Đối với dự án/ công trình có thiết kế
- Rà soát hồ sơ thiết kế nhận được từ Trưởng Phòng
- Khảo sát công trình và Triển khai shopdrawing theo kế hoạch TBP đề ra
- Phản hồi, tư vấn cho đơn vị thiết kế, chủ đầu tư
- Trình CĐT ký xác nhận shopdrawing trên bản in (hồ sơ in A3) và phát hành bản vẽ
- Cập nhật thông tin điều chỉnh trong quá trình sản xuất (nếu có)
- Xuất bản vẽ hoàn công theo yêu cầu Trưởng Phòng
2. Đối với dự án/ công trình chưa có thiết kế
- Nhận yêu cầu thiết kế tử Chủ đầu tư
- Trình bày sơ bộ các ý tưởng và Vẽ giải pháp sơ bộ
- Triển khai shopdrawing sau khi được duyệt thiết kế -
- Trình CĐT ký xác nhận shopdrawing trên bản in (hồ sơ in A3)
- Cập nhật thông tin điều chỉnh trong quá trình sản xuất (nếu có)
- Xuất bản vẽ hoàn công theo yêu cầu Trưởng Phòng","YÊU CẦU CÔNG VIỆC
Có tối thiểu 3 năm kinh nghiệm về thiết kế / triển khai thi công công trình nội thất
Có kiến thức về các thể loại vật liệu nội thất (bắt buộc có kinh nghiệm tối thiểu 3 năm trong lĩnh vực thiết kế / triển khai thi công vật liệu gỗ tự nhiên và gỗ công nghiệp)
Bắt buộc đọc hiểu hồ sơ thiết kế kiến trúc
Có khả năng thể hiện chi tiết kỹ thuật thi công bằng 3D là lợi thế (bằng phần mềm / vẽ tay....đều được)
Thành thạo phần mềm Autocad, photoshop, Mirosoft,…
Có kĩ năng giao tiếp tốt
Cẩn thận, tỉ mỉ trong công việc
CHẾ ĐỘ ĐÃI NGỘ
Được hưởng BHXH, chế độ phúc lợi, lễ tết theo quy định của Luật Lao động.
Được du lịch 1 năm 1 lần trong và ngoài nước, bên cạnh các hoạt động teambuilding của từng đội, nhóm, phòng, ban.
Được tham gia các chương trình đào tạo nội bộ, đào tạo nâng cao bởi các chuyên gia, diễn giả hàng đầu định kỳ hàng Tháng/Quý.
Được định hướng lộ trình thăng tiến và phát triển bản thân theo chính sách phát triển nhân sự nội bộ của công ty.",Hồ Chí Minh,"Bằng cấp: Cao đẳng
Thời gian thử việc: 2 tháng
Độ tuổi: 25 - 50
Thời gian làm việc: Thứ 2- Thứ 6 và sáng Thứ 7 làm online
Đồng nghiệp: Luôn thân thiện và hỗ trợ khi cần trợ giúp
Ngày nghỉ: Khi ký HĐLĐ được cộng thêm tối thiểu 02 ngày nghỉ phép cho thời gian thử việc
Lương: 15 Tr - 20 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/c2-nhan-vien-kiem-duyet-ho-so-viettel_kenh-video-call.35C2695D.html,Hà Nội,13/11/2024,30/11/2024,"6,5 Tr - 8 Tr VND",Not Found,Nhân viên,Nhân viên chính thức,"Chứng khoán, Dược phẩm, Trắc địa / Địa Chất","Chế độ bảo hiểm, Phụ cấp, Chế độ thưởng, Đào tạo, Tăng lương, Phụ cấp thâm niên","MÔ TẢ CÔNG VIỆC
* Mô tả công việc:
Truy cập hệ thống quản lý hồ sơ của Viettel để kiểm duyệt thông tin hồ sơ cho khách hàng như: thông tin đăng ký gói dịch vụ, căn cước công dân,...
Xác minh thông tin khách hàng: Chuẩn hóa và xác minh thông tin trên hồ sơ khách hàng thông qua hình ảnh và các dữ liệu cung cấp.
Ghi nhận thông tin: Khắc phục các sai sót, thiếu sót trong hồ sơ và bổ sung thông tin cần thiết.
Đảm bảo tính chính xác: Đảm bảo rằng thông tin trên hồ sơ khách hàng đã được chuẩn hóa chính xác và phù hợp với quy định của công ty.
Không yêu cầu kinh nghiệm, ngồi văn phòng máy lạnh
* Thời gian làm việc: luân phiên trong tuần, nghỉ 1 ngày bất kỳ
Ca 1: 6h00 - 14h00; 6h30 - 14h30; 7h30 - 15h30;
Ca HC: 8h00 - 17h30; 9h00 - 18h30;
Ca 2: 14h30 - 22h30; 15h30 - 23h30;
Ca 3: 22h00 - 6h30 (Ca làm luân phiên có tháng cần hỗ trợ có tháng không và số lượng nhân sự trực ca đêm không cần nhiều)
Ca gãy: 15h30 - 19h30.
* Quyền lợi:
Lương: 6.500.000 - 8.000.000 + thưởng tăng ca
Làm việc trong môi trường chuyên nghiệp, năng động,hưởng đầy đủ cơ sở vật chất hiện đại,...
Thử việc nhận 100% lương.
Ký hợp đồng chính thức sau 2 tháng.
Được đào tạo kỹ năng và nghiệp vụ bài bản (hưởng trợ cấp đào tạo).
Hưởng lương thâm niên.
Được tham gia BHXH, BHYT, BHTN đầy đủ, thưởng lễ, Tết theo quy định.
Được cung cấp toàn bộ trang thiết bị làm việc.
Có hỗ trợ gửi xe cho nhân sự Insource (nếu phải để xe bên ngoài).
* Địa chỉ làm việc: Tòa nhà 3D, Khu đô thị Handi Resco, Phạm Văn Đồng, Bắc Từ Liêm, Hà Nội.","YÊU CẦU CÔNG VIỆC
Tốt nghiệp trung cấp trở lên. Chấp nhận sinh viên chờ bằng.
Giọng nói chuẩn, không ngọng, không giọng địa phương
Ngoại hình ưa nhìn, tươi tắn
Nhanh nhẹn, hoạt bát
Giao tiếp tốt",Not Found,"Bằng cấp: Trung cấp
Độ tuổi: Không giới hạn tuổi
Lương: 6,5 Tr - 8 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/nhan-vien-dau-thau.35C26958.html,Hồ Chí Minh,13/11/2024,15/01/2025,Trên 12 Tr VND,Trên 2 Năm,Nhân viên,Nhân viên chính thức,"Môi trường, Điện / Điện tử / Điện lạnh, Xây dựng","Chế độ bảo hiểm, Du Lịch, Chế độ thưởng, Chăm sóc sức khỏe, Đào tạo, Tăng lương, Nghỉ phép năm","MÔ TẢ CÔNG VIỆC
- Theo dõi thông tin đấu thầu và Tham gia đấu thầu dự án. Hình thức Online, Offline
- Soạn thảo, Quản lý văn thư, công văn hành chính, lưu trữ bản vẽ, hồ sơ dự án, tài liệu đấu thầu, thỏa thuận- hợp đồng dự án
- Tổ chức mời thầu phụ, nhà cung cấp cho dự án: MEP, Xây dựng,…
- Soạn thảo Mẫu Hồ sơ mời thầu và Hồ sơ dự thầu;
- Soạn thảo Hồ sơ mời thầu nội bộ - Tổ chức mời thầu theo yêu cầu của Dự án;
- Tham gia và đề xuất các vấn đề liên quan đến đàm pháp, thương thảo ký kết hợp hợp đồng A - B - B';
- Cập nhật các văn bản pháp lý về quản lý chi phí đầu tư xây dựng công trình: Định mức; đơn giá vật liệu trên thị trường;
- Thực hiện các công việc cụ thể khác dưới sự phân công, điều phối của trưởng phòng, trao đổi thêm khi phỏng vấn.","YÊU CẦU CÔNG VIỆC
Giới tính: Nam, Nữ
Chuyên ngành: Môi Trường; giao thông; thủy lợi, dân dụng.
Trình độ: Cao đẳng, Đại học;
Kinh nghiệm: ≥ 2 năm ở vị trí tương đương;
Sử dụng thành thạo vi tính văn phòng và các phần mềm Auto cad; Revit
Anh văn giao tiếp;
Sức khỏe tốt, trung thực, có trách nhiệm với công việc;
Lanh lợi, hoạt bát, chịu khó;
Có kinh nghiệm trong đấu thầu, am hiểu luật đấu thầu, đầu tư xây dựng cơ bản
Chịu áp lực công việc, có khả năng làm việc độc lập và theo nhóm.",Not Found,"Bằng cấp: Cao đẳng
Độ tuổi: Không giới hạn tuổi
Lương: Trên 12 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/nhan-vien-boi-thuong-bao-hiem-suc-khoe.35C26956.html,Hồ Chí Minh,13/11/2024,13/11/2024,7 Tr - 8 Tr VND,Not Found,Nhân viên,Nhân viên chính thức,"Dịch vụ khách hàng, Bảo hiểm, Ngân hàng","Laptop, Chế độ bảo hiểm, Du Lịch, Đồng phục, Chế độ thưởng, Chăm sóc sức khỏe, Đào tạo, Tăng lương, Nghỉ phép năm","MÔ TẢ CÔNG VIỆC
- Kiểm tra chứng từ đủ/thiếu và hợp lý của hồ sơ Bảo hiểm
- Liên hệ với khách hàng để xử lý những hồ sơ thiếu chứng từ. Đảm bảo thu thập đủ chứng từ bổ sung hợp lý cho hồ sơ.
- Thực hiện kiểm soát rủi ro & tính toán bồi thường tự động trên hệ thống.
- Đánh giá kết quả nhận được bằng cách đối chiếu với hợp đồng Bảo hiểm và các thông lệ về bồi thường được công ty Bảo hiểm quy định.
- Đưa ra quyết định bồi thương bằng cách thu thập & xác minh tất cả các thông tin liên quan như tính hợp pháp, điều kiện bồi thường, quyền lợi bảo hiểm.
- Tuân thủ quy định về an toàn và bảo mật dữ liệu
- Thực hiện một số công việc khác do cấp trên giao.","YÊU CẦU CÔNG VIỆC
- Trình độ tối thiểu: Tốt nghiệp Cao đẳng.
- Có kỹ năng giao tiếp tốt.
- Biết Tiếng Anh là một lợi thế.
- Không yêu cầu kinh nghiệm.",Hồ Chí Minh,"Bằng cấp: Cao đẳng
Độ tuổi: 20 - 30
Lương: 7 Tr - 8 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/senior-b2b-sales-executive-thu-nhap-upto-50mil.35C1F8BC.html,Hồ Chí Minh,07/11/2024,06/12/2024,10 Tr - 50 Tr VND,2 - 10 Năm,Nhân viên,Nhân viên chính thức,"Bán hàng / Kinh doanh, CNTT - Phần mềm, CNTT - Phần cứng / Mạng","Laptop, Chế độ bảo hiểm, Du Lịch, Phụ cấp, Du lịch nước ngoài, Chế độ thưởng, Chăm sóc sức khỏe, Đào tạo, Tăng lương, Nghỉ phép năm, CLB thể thao","MÔ TẢ CÔNG VIỆC
Thực hiện công tác bán hàng theo các chỉ tiêu kế hoạch được giao từ cấp Quản lý trực tiếp;
Chủ động tìm kiếm và tiếp cận khách hàng trong phạm vi khu vực và phân khúc khách hàng được phân công (Công ty tập đoàn đa quốc gia, Giáo dục,, etc…);
Khai thác yêu cầu của khách hàng, kết hợp đội ngũ tư vấn xây dựng, trình bày, thuyết phục khách hàng ký kết hợp đồng;
Theo dõi, chăm sóc nhu cầu thực tế của khách hàng, duy trì và phát triển mối quan hệ với khách hàng cũ và mới;
Giải quyết các vấn đề liên quan tới sản phẩm và dịch vụ nếu có của khách hàng;
Nghiên cứu tìm hiểu, nắm bắt các sản phẩm/giải pháp CNTT của công ty;
Thực hiện công tác thống kê, phân tích và báo cáo về kết quả công việc, đối thủ cạnh tranh, tiềm năng phát triển của sản phẩm cũng như dịch vụ ở NetNam trên thị trường.","YÊU CẦU CÔNG VIỆC
Tốt nghiệp cao đẳng, đại học tất cả các chuyên ngành;
Ít nhất 2 năm kinh nghiệm Sales phần mềm, giải pháp CNTT hoặc sales B2B. Ưu tiên ứng viên có kinh nghiệm sales trong ngành Telecom/ ISP;
Có kinh nghiệm tìm kiếm và chăm sóc khách hàng trước, trong và sau khi sử dụng dịch vụ;
Kỹ năng mềm: Đàm phán, thương lượng, thuyết trình, kỹ năng giao tiếp, lắng nghe, nắm bắt tâm lý khách hàng;
Tiếng Anh giao tiếp;
Kỹ năng văn phòng: MS Office, lập báo cáo…;
Chủ động trong công việc, có tinh thần trách nhiệm, chịu được áp lực công việc.
PHÚC LỢI CÔNG VIỆC:
Thu nhập up to 50M: Lương cơ bản từ 10 triệu ~ 20 triệu (tùy theo năng lực) + hoa hồng hấp dẫn + thưởng cuối năm theo năng lực + phụ cấp;
Tiền thưởng đặc biệt cho nhân viên đạt được thành tích xuất sắc theo từng quý;
Review lương cơ bản hàng quý dựa vào doanh số;
Thưởng lễ, tết, lương tháng 13 và nghỉ phép theo quy định;
Được training thường xuyên về các kiến thức chuyên sâu trong ngành; tham gia các lớp học phát triển khả năng lãnh đạo, đào tạo quản lý cấp trung nhằm phát triển và thăng tiến trong công việc;
Được hưởng các gói bảo hiểm sức khỏe 24/7, bảo hiểm tai nạn và các loại bảo hiểm khác theo quy định của nhà nước;
Khám sức khỏe định kỳ hàng năm tại các phòng khám đa khoa quốc tế, tiêm phòng vacxin phòng ngừa cúm;
Môi trường năng động, các hoạt động thể thao như đá bóng, chạy bộ, cầu lông;
Ít nhất một chuyến du lịch nước ngoài; 1 chuyến teambuilding trong nước, các hoạt động Tân Niên, Tất Niên;
Phụ cấp cơm trưa, được cấp laptop và giữ xe miễn phí;
Cơ hội thăng tiến, phát triển, lộ trình nghề nghiệp rõ ràng.",Hồ Chí Minh,"Bằng cấp: Đại học
Độ tuổi: Không giới hạn tuổi
Lương: 10 Tr - 50 Tr VND"
https://careerviet.vn/vi/tim-viec-lam/giao-dich-vien-tai-chinh-tai-pnj-hai-phong.35C26955.html,Hải Phòng,13/11/2024,13/12/2024,9 Tr - 20 Tr VND,Lên đến 1 Năm,Nhân viên,Nhân viên chính thức,"Bán hàng / Kinh doanh, Tư vấn, Dịch vụ khách hàng","Laptop, Chế độ bảo hiểm, Du Lịch, Phụ cấp, Xe đưa đón, Đồng phục, Chế độ thưởng, Chăm sóc sức khỏe, Đào tạo, Tăng lương, Công tác phí, Nghỉ phép năm, CLB thể thao","MÔ TẢ CÔNG VIỆC
Người Bạn Vàng là công ty đối tác của PNJ - Chuỗi Mua Bán Đồ Hiệu (kim cương, đồng hồ cao cấp, túi xách hàng hiệu) và Cầm Đồ trong PNJ
Các bạn Giao Dịch Viên sẽ làm việc tại Cửa hàng trang sức PNJ khu vực Hải Phòng, công việc chính của Giao Dịch Viên bao gồm:
- Phát triển khách hàng mới và doanh số mảng Cầm Đồ, Mua Bán đồ hiệu.
- Thực hiện các hoạt động Thu mua – Bán đồ hiệu: kim cương, túi xách hàng hiệu, đồng hồ cao cấp...
- Thực hiện dịch vụ Cầm cố sản phẩm cao cấp theo quy trình:
Đón tiếp khách hàng;
Nhận sản phẩm và kiểm tra (có công cụ hỗ trợ);
Định giá sản phẩm;
Tư vấn và thuyết phục khách hàng;
Hỗ trợ làm hợp đồng cầm cố (theo mẫu);
Hỗ trợ khách hàng đóng lãi, chuộc sản phẩm;
Chăm sóc khách hàng...
- Thực hiện giao dịch với với khách hàng tại Phòng Giao dịch chính và các Điểm Giao dịch lân cận khu vực lân cận.
- Thực hiện các hoạt động quảng bá thương hiệu, dịch vụ của điểm bán để thu hút khách hàng
- Thực hiện các báo cáo công việc định kỳ hoặc phát sinh.
- Đi công tác theo phân công của công ty khi có phát sinh.","YÊU CẦU CÔNG VIỆC
Nam/Nữ, sinh năm 2003 - 1990.
Có từ 1 năm kinh nghiệm các vị trí liên quan: nhân viên kinh doanh, nhân viên tư vấn tài chính, nhân viên tư vấn bán hàng, chăm sóc khách hàng,...
Tốt nghiệp THPT, Trung cấp, Cao đẳng, Đại học.
Ngoại hình sáng, ưa nhìn, chiều cao cân nặng cân đối.
Sử dụng tin học văn phòng cơ bản.
Kỹ năng giao tiếp, tạo mối quan hệ và thuyết phục tốt.
Có tinh thần học hỏi, trung thực, chú trọng phục vụ khách hàng.
Sẵn sàng đi hỗ trợ công tác khi có phát sinh, sẵn sàng di chuyển.
Thời gian làm việc
Làm việc xoay ca:
Ca 1: từ 8h30 - 16h30 
Ca 2: từ 16h00 - 20h30
Trong tuần có 1 ngày làm Full ca và 1 ngày OFF.
Quyền lợi:
Thu nhập: 9 - 20 triệu (lương cứng từ 7 triệu - 8 triệu, thưởng % doanh số cầm đồ, hoa hồng mua bán đồ hiệu...)
Thời gian đào tạo và thử việc: 02 tháng, full 100% lương cơ bản (Đào tạo 20 - 30 ngày tại Hội sở chính ở Vincom Cộng Hòa - Quận Tân Bình có hỗ trợ lương)
Được đào tạo huấn luyện về kim cương, vàng, túi xách hàng hiệu... và kỹ năng làm việc (giao tiếp, tư vấn, phát triển kinh doanh...)
Đồng nghiệp: Trẻ, Thân thiện, Nhiệt tình, Năng động. Sếp gần gũi, tâm lý, hỗ trợ, đồng hành
Phúc lợi:
- BHXH, BHYT...theo quy định nhà nước, Lương tháng 13, thưởng tháng 14 - 15 - 16... theo hiệu quả kinh doanh và tài chính Công ty.
- Thưởng Tết, thưởng theo kết quả kinh doanh, thưởng Sinh nhật cá nhân, thưởng Gắn kết cùng phát triển với Người Bạn Vàng nhân dịp sinh nhật Công ty.
- Nghỉ phép 01 ngày/ tháng, các hoạt động và quà tặng nhân ngày 8/3, 20/10, 20/11, Lì xì đầu năm mới...được cung cấp đồng phục làm việc.
- Các chương trình lớn trong năm được đầu tư như Team Building 3 ngày 2 đêm resort 4 sao, New Year Party 5 sao, Vinh danh Nhân Viên Tiêu Biểu với giải thưởng bằng vàng thật...
- Các chương trình thi đua nội bộ hàng tháng phong phú, đa dạng giúp nhân viên có nhiều cơ hội tăng thu nhập không giới hạn và có tích lũy để tham dự vinh danh Award Night hàng quý được công ty tổ chức tại các địa điểm du lịch sang trọng, kèm theo các giải thưởng hiện vật bằng kim cương, vàng thật.
Có lộ trình thăng tiến (trung bình trong khoảng 6 tháng - 1 năm) cùng phát triển với Người Bạn Vàng trong các mảng và vị trí công việc chuyên môn tại Hội Sở: Vận Hành & Quản Trị Rủi Ro (xây dựng chính sách, quy định, quy trình nghiệp vụ, triển khai thực thi, giám sát, thẩm định tài sản...), Quản Lý Kinh Doanh - Marketing (xây dựng, triển khai và thúc đẩy các sản phẩm dịch vụ, chương trình kinh doanh...), Phát Triển Con Người (tuyển dụng, đào tạo, văn hóa, gắn kết...)",Not Found,"Bằng cấp: Trung học
Độ tuổi: 21 - 35
Lương: 9 Tr - 20 Tr VND"
